SeqName	GO IDs
ostta02g02380	F:GO:0005524; C:GO:0009507; P:GO:0015979; P:GO:0015995; F:GO:0016851
ostta02g02400	C:GO:0005774; F:GO:0015078; P:GO:0015991; C:GO:0033179; F:GO:0036442
ostta02g02420	C:GO:0000139; F:GO:0005198; F:GO:0005488; P:GO:0006886; P:GO:0016192; C:GO:0030126
ostta02g02430	C:GO:0005634; F:GO:0016740
ostta02g02440	C:GO:0005634; P:GO:0009691; F:GO:0016787
ostta02g02450	C:GO:0005739
ostta02g02460	F:GO:0005315; P:GO:0006817; C:GO:0016021; P:GO:0055085
ostta02g02470	F:GO:0003676
ostta02g02480	F:GO:0004386
ostta02g02490	F:GO:0005515
ostta02g02500	F:GO:0004497; P:GO:0055114; F:GO:0071949
ostta02g02510	P:GO:0008033; C:GO:0009535; C:GO:0009941; P:GO:0015979; P:GO:0015995; F:GO:0016628; F:GO:0045550; P:GO:0055114; F:GO:0071949
ostta02g02520	F:GO:0003864; F:GO:0008168; P:GO:0015940; P:GO:0032259
ostta02g02530	C:GO:0000243; P:GO:0000387; P:GO:0000395; F:GO:0003729; C:GO:0005685; F:GO:0008270; F:GO:0030619; C:GO:0071004
ostta02g02540	
ostta02g02550	P:GO:0001934; P:GO:0006357; C:GO:0044424
ostta02g02560	C:GO:0009523; P:GO:0015979; C:GO:0016021
ostta02g02570	F:GO:0003743; C:GO:0005852; P:GO:0006413; F:GO:0031369
ostta02g02580	C:GO:0005634; P:GO:0006355; F:GO:0032041; F:GO:0046872; P:GO:0070932
ostta02g02600	P:GO:0006281; C:GO:0016021; F:GO:0016787
ostta02g02610	F:GO:0003676; P:GO:0006281; P:GO:0015074; C:GO:0016021
ostta02g02630	F:GO:0016301; P:GO:0016310
ostta02g02650	F:GO:0003994; F:GO:0004222; C:GO:0005829; P:GO:0006099; P:GO:0006508; F:GO:0046872; F:GO:0047456; F:GO:0051539
ostta02g02660	C:GO:0016021
ostta02g02680	P:GO:0006886; P:GO:0016192; C:GO:0030117; F:GO:0030276
ostta02g02700	F:GO:0003735; P:GO:0006412; C:GO:0022625
ostta02g02710	C:GO:0016021; F:GO:0016765; P:GO:0044249; P:GO:0044283; P:GO:1901576
ostta02g02720	F:GO:0016491; C:GO:0044434; P:GO:0055114
ostta02g02730	C:GO:0016021
ostta02g02740	F:GO:0003676; F:GO:0004523; P:GO:0006364; F:GO:0008408; P:GO:0090502
ostta02g02750	F:GO:0004527; P:GO:0034660; P:GO:0090305
ostta02g02760	
ostta02g02770	C:GO:0016021
ostta02g02780	F:GO:0016891; P:GO:0042779; P:GO:0090502
ostta02g02790	F:GO:0005524; C:GO:0005623; C:GO:0005737; P:GO:0006260; P:GO:0006457; F:GO:0008270; P:GO:0009408; C:GO:0016020; C:GO:0016021; F:GO:0031072; P:GO:0045454; F:GO:0046872; F:GO:0051082
ostta02g02800	F:GO:0003729; F:GO:0003735; P:GO:0006412; C:GO:0016021; C:GO:0022627
ostta02g02820	P:GO:0030154; P:GO:0042761; P:GO:0099402
ostta02g02830	F:GO:0005515; F:GO:0016853; P:GO:0030154; P:GO:0042761; P:GO:0099402
ostta02g02840	F:GO:0004343; P:GO:0006048
ostta02g02850	P:GO:0006810; C:GO:0016021
ostta02g02860	F:GO:0004618; P:GO:0006096
ostta02g02870	P:GO:0006006; F:GO:0016620; F:GO:0050661; F:GO:0051287; P:GO:0055114
ostta02g02880	
ostta02g02890	C:GO:0016021
ostta02g02900	
ostta02g02910	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta02g02920	F:GO:0003746; C:GO:0005634; P:GO:0006414; P:GO:0050794
ostta02g02930	F:GO:0003723; F:GO:0046872
ostta02g02940	
ostta02g02950	
ostta02g02970	
ostta02g02980	P:GO:0008608; P:GO:0034501
ostta02g02990	F:GO:0008168; P:GO:0032259
ostta02g03000	F:GO:0003682; C:GO:0005634; C:GO:0005730; F:GO:0008839; P:GO:0009089; C:GO:0016020; C:GO:0016021; P:GO:0055114
ostta02g03010	C:GO:0016021
ostta02g03020	F:GO:0003677; C:GO:0012505; C:GO:0016021; C:GO:0031984; C:GO:0043231; C:GO:0044444
ostta02g03030	F:GO:0003677; P:GO:0006355; F:GO:0008270
ostta02g03040	F:GO:0047617
ostta02g03050	
ostta02g03060	P:GO:0009263; F:GO:0016491; P:GO:0055114
ostta02g03070	F:GO:0004512; C:GO:0005737; P:GO:0006021; P:GO:0008654
ostta02g03080	F:GO:0004725; C:GO:0005622; P:GO:0035335; P:GO:1902751
ostta02g03090	F:GO:0016787
ostta02g03100	F:GO:0004556; F:GO:0005509; P:GO:0005975; P:GO:0009737; P:GO:0009739; C:GO:0048046
ostta02g03110	F:GO:0003677; P:GO:0006355
ostta02g03120	F:GO:0005515; C:GO:0005739; F:GO:0009055; F:GO:0015035; F:GO:0016740; P:GO:0022900; P:GO:0045454; F:GO:0050220
ostta02g03130	F:GO:0016787
ostta02g03140	F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0009507
ostta02g03150	F:GO:0003676; F:GO:0008168; P:GO:0032259
ostta02g03160	F:GO:0019901; P:GO:0051301
ostta02g03170	F:GO:0018580; F:GO:0051213; P:GO:0055114
ostta02g03180	F:GO:0000175; P:GO:0000957; P:GO:0000963; F:GO:0003723; F:GO:0004654; C:GO:0005739; P:GO:0006402; P:GO:0090503
ostta02g03190	
ostta02g03200	F:GO:0004584; C:GO:0005789; P:GO:0006506; C:GO:0016021; P:GO:0097502
ostta02g03210	F:GO:0003712; P:GO:0006357; C:GO:0016592
ostta02g03220	F:GO:0005506; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016705; F:GO:0031418; F:GO:0046872; F:GO:0051213; P:GO:0055114
ostta02g03230	F:GO:0005509; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta02g03240	
ostta02g03250	F:GO:0005515; P:GO:0006511; P:GO:0016579; F:GO:0036459
ostta02g03260	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta02g03270	
ostta02g03280	P:GO:0006508; F:GO:0008234; C:GO:0016021
ostta02g03290	P:GO:0006508; F:GO:0008234; C:GO:0009941; C:GO:0016021
ostta02g03300	F:GO:0003677; F:GO:0016740
ostta02g03310	F:GO:0005515
ostta02g03320	
ostta02g03330	C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta02g03340	F:GO:0003729
ostta02g03350	F:GO:0001653; C:GO:0005634; C:GO:0005829; P:GO:0006974; C:GO:0008540; P:GO:0009408; P:GO:0009651; P:GO:0009733; P:GO:0009735; P:GO:0009737; P:GO:0009744; P:GO:0010029; P:GO:0010150; C:GO:0016020; F:GO:0031593; P:GO:0043161; P:GO:0043248; P:GO:0048528; P:GO:0048767; P:GO:0051788
ostta02g03360	P:GO:0000025; F:GO:0004134; P:GO:0005977; P:GO:0005983; P:GO:0006006; C:GO:0009507; F:GO:0016787; F:GO:0102500
ostta02g03370	F:GO:0004692; F:GO:0005524; P:GO:0006468
ostta02g03380	F:GO:0005215; C:GO:0016021; P:GO:0055085
ostta02g03390	C:GO:0005801; P:GO:0006886; C:GO:0016020
ostta02g03400	F:GO:0004322; C:GO:0005623; P:GO:0006826; P:GO:0006879; F:GO:0008199; P:GO:0055114
ostta02g03410	F:GO:0005516; F:GO:0005524; C:GO:0009535; F:GO:0016787
ostta02g03420	F:GO:0004674; F:GO:0005524; C:GO:0005737; C:GO:0005819; P:GO:0007346; P:GO:0023014; P:GO:0031098; P:GO:0032147; P:GO:0042981
ostta02g03430	F:GO:0000166; F:GO:0003677; F:GO:0003887; C:GO:0005634; P:GO:0006260; F:GO:0046872; F:GO:0051539; P:GO:0071897
ostta02g03440	F:GO:0003700; P:GO:0006355; F:GO:0008270; F:GO:0043565
ostta02g03450	P:GO:0000724; F:GO:0005515; P:GO:0006334; P:GO:0008283; P:GO:0009555; P:GO:0009933; P:GO:0010026; P:GO:0031507; C:GO:0033186; P:GO:0048366
ostta02g03460	P:GO:0006535; F:GO:0016740; F:GO:0016831; F:GO:0030170
ostta02g03470	C:GO:0005680; P:GO:0030071; P:GO:0031145
ostta02g03480	F:GO:0043828; P:GO:0070329
ostta02g03490	P:GO:0000055; P:GO:0000056; F:GO:0005049; C:GO:0005634; C:GO:0005737; F:GO:0008536; P:GO:0046825
ostta02g03500	P:GO:0001522; F:GO:0003743; P:GO:0006413; P:GO:0042254
ostta02g03510	
ostta02g03520	F:GO:0005515
ostta02g03530	
ostta02g03540	F:GO:0003677; P:GO:0009987; C:GO:0044424
ostta02g03550	F:GO:0003951; P:GO:0006741; C:GO:0016021; P:GO:0016310; P:GO:0019674
ostta02g03560	F:GO:0003951; P:GO:0006741; P:GO:0006839; P:GO:0008272; F:GO:0015556; P:GO:0015729; C:GO:0016021; P:GO:0016310; P:GO:0019674; C:GO:0031966; P:GO:0098661; F:GO:1901682; P:GO:1905039
ostta02g03570	C:GO:0005965; F:GO:0016740; P:GO:0018343
ostta02g03580	
ostta02g03590	C:GO:0016021
ostta02g03600	C:GO:0016021
ostta02g03610	F:GO:0005488; C:GO:0005634; P:GO:0007076; P:GO:0051301
ostta02g03620	C:GO:0005758; F:GO:0016491; P:GO:0055114
ostta02g03630	F:GO:0003723
ostta02g03640	F:GO:0004107; C:GO:0005730; C:GO:0005829; P:GO:0009073; P:GO:0009423; C:GO:0009570; F:GO:0010181
ostta02g03650	F:GO:0016829
ostta02g03660	F:GO:0004671; C:GO:0005789; P:GO:0006481; C:GO:0016021
ostta02g03670	F:GO:0005524; F:GO:0016787
ostta02g03680	
ostta02g03690	C:GO:0016021
ostta02g03700	F:GO:0009055; F:GO:0010181; P:GO:0022900
ostta02g03710	P:GO:0006520; F:GO:0030170
ostta02g03720	F:GO:0004674; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0008360; P:GO:0018105
ostta02g03730	
ostta02g03740	F:GO:0010181
ostta02g03750	C:GO:0016020; C:GO:0016021
ostta02g03760	F:GO:0047429
ostta02g03770	F:GO:0005524
ostta02g03780	F:GO:0004674; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006897; P:GO:0008360; P:GO:0016055; P:GO:0018105
ostta02g03790	C:GO:0005730
ostta02g03800	F:GO:0003774; C:GO:0005886; C:GO:0016459
ostta02g03810	F:GO:0000049; P:GO:0006418; C:GO:0017101; C:GO:0017102
ostta02g03820	
ostta02g03830	C:GO:0005829; P:GO:0006592; F:GO:0008777
ostta02g03840	F:GO:0001056; F:GO:0003677; C:GO:0005666; P:GO:0006351; C:GO:0016021
ostta02g03850	F:GO:0003677; F:GO:0003899; P:GO:0006351; C:GO:0016021
ostta02g03860	C:GO:0009535; C:GO:0009538; P:GO:0015979
ostta02g03870	F:GO:0016301; P:GO:0016310
ostta02g03880	P:GO:0000917; F:GO:0005524; C:GO:0009570; C:GO:0009941; P:GO:0010020; F:GO:0030899; F:GO:0042803
ostta02g03890	F:GO:0004540; F:GO:0004672; F:GO:0005524; P:GO:0006397; P:GO:0006468; F:GO:0046872; P:GO:0090501
ostta02g03900	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta02g03910	F:GO:0005488; C:GO:0005813; C:GO:0036064; P:GO:0044782
ostta02g03920	C:GO:0016021; C:GO:0036064; P:GO:0044782
ostta02g03930	C:GO:0009535; P:GO:0009642; C:GO:0016021
ostta02g03940	F:GO:0005044; P:GO:0006898; P:GO:0006955; F:GO:0030247
ostta02g03950	F:GO:0005515
ostta02g03960	P:GO:0000398; C:GO:0005684; C:GO:0005686; C:GO:0005689; C:GO:0071011; C:GO:0071013
ostta02g03970	
ostta02g03980	C:GO:0005829; F:GO:0008837; P:GO:0009089; C:GO:0009570
ostta02g03990	
ostta02g04000	P:GO:0000398; F:GO:0003723
ostta02g04010	P:GO:0000462; C:GO:0005730; C:GO:0032040
ostta02g04020	F:GO:0005198; P:GO:0006511; C:GO:0008541; P:GO:0043248
ostta02g04030	F:GO:0005525; C:GO:0005730; F:GO:0016787; P:GO:0042254
ostta02g04040	
ostta02g04050	F:GO:0004386; P:GO:0009967
ostta02g04060	C:GO:0016020; C:GO:0016021
ostta02g04070	F:GO:0005524; C:GO:0016021; F:GO:0042626; P:GO:0055085
ostta02g04080	C:GO:0005634; P:GO:0006886; P:GO:0006913; F:GO:0008536; F:GO:0008565
ostta02g04090	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta02g04100	F:GO:0005488
ostta02g04110	
ostta02g04120	P:GO:0002184; F:GO:0005507; C:GO:0009570; C:GO:0009579; P:GO:0009658; P:GO:0009817; P:GO:0032544; P:GO:0042742; F:GO:0043023
ostta02g04130	F:GO:0005515; P:GO:0006412
ostta02g04140	
ostta02g04150	C:GO:0005737; P:GO:0006400; F:GO:0016740; F:GO:0051539
ostta02g04160	F:GO:0016491; F:GO:0016829; F:GO:0051539; P:GO:0055114
ostta02g04170	C:GO:0005737; P:GO:0005975; F:GO:0008861
ostta02g04180	F:GO:0004190; P:GO:0006508; F:GO:0043130
ostta02g04190	
ostta02g04200	P:GO:0009058; F:GO:0016788; F:GO:0031177
ostta02g04210	
ostta02g04220	
ostta02g04230	F:GO:0016787
ostta02g04240	C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta02g04250	
ostta02g04260	C:GO:0005622; C:GO:0005802; P:GO:0006886; C:GO:0016020; C:GO:0030136; F:GO:0030276; P:GO:0035652
ostta02g04270	C:GO:0016020
ostta02g04280	C:GO:0016020; C:GO:0016021
ostta02g04290	C:GO:0000502; F:GO:0003743; F:GO:0005515; C:GO:0005634; C:GO:0005829; C:GO:0005852; P:GO:0006413; P:GO:0009744; P:GO:0009846; C:GO:0016020
ostta02g04300	
ostta02g04310	P:GO:0006457; F:GO:0051082
ostta02g04320	F:GO:0000149; F:GO:0005484; P:GO:0006887; P:GO:0006906; C:GO:0016021; C:GO:0031201
ostta02g04330	P:GO:0016311; F:GO:0016791
ostta02g04340	C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta02g04350	F:GO:0003824; P:GO:0008152; P:GO:0016311; F:GO:0016791
ostta02g04360	F:GO:0005524; P:GO:0006090; F:GO:0016301; P:GO:0016310; F:GO:0046872; F:GO:0050242
ostta02g04390	P:GO:0002181; F:GO:0003723; F:GO:0003735; C:GO:0022625
ostta02g04400	P:GO:0006486; F:GO:0016757
ostta02g04410	
ostta02g04420	
ostta02g04430	F:GO:0005515; C:GO:0009535; C:GO:0009570; C:GO:0009575; P:GO:0009611; P:GO:0009644; P:GO:0010206; P:GO:0010207; C:GO:0031969; C:GO:0035448
ostta02g04440	C:GO:0005737; F:GO:0008757; P:GO:0032259
ostta02g04450	F:GO:0003824; P:GO:0008152
ostta02g04460	P:GO:0008152; F:GO:0016740
ostta02g04470	F:GO:0003876; C:GO:0005634; C:GO:0005829; P:GO:0009737; C:GO:0031307; P:GO:0032264; F:GO:0043424; F:GO:0046872
ostta02g04480	C:GO:0016021
ostta02g04490	
ostta02g04500	F:GO:0005509; C:GO:0016021; P:GO:0055085
ostta02g04510	F:GO:0005509; C:GO:0016021; P:GO:0055085
ostta02g04520	C:GO:0016021
ostta02g04530	F:GO:0004476; P:GO:0005975; F:GO:0008270; P:GO:0009298
ostta02g04540	F:GO:0004476; P:GO:0005975; F:GO:0008270; P:GO:0009298; P:GO:0009416; P:GO:0009793; P:GO:0010043; P:GO:0032025; P:GO:0033591; P:GO:0046686
ostta02g04550	P:GO:0016042; F:GO:0016787
ostta02g04560	F:GO:0003735; F:GO:0003743; C:GO:0005840; P:GO:0006413; C:GO:0009570; C:GO:0009941; C:GO:0016020
ostta02g04570	P:GO:0000272; F:GO:0016161; F:GO:0102229
ostta02g04580	F:GO:0005515
ostta02g04590	
ostta02g04600	F:GO:0004820; F:GO:0005524; C:GO:0005739; P:GO:0006426; C:GO:0009570; P:GO:0045995
ostta02g04610	P:GO:0015969
ostta02g04620	C:GO:0016020; F:GO:0016740; C:GO:0043231
ostta02g04630	
ostta02g04640	C:GO:0016020; C:GO:0016021
ostta02g04650	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta02g04660	P:GO:0008152; C:GO:0016021; F:GO:0016747; F:GO:0031177
ostta02g04670	F:GO:0005515
ostta02g04680	F:GO:0003729; C:GO:0005840; C:GO:0009570; C:GO:0009579; P:GO:0009735; C:GO:0016020
ostta02g04700	
ostta02g04710	F:GO:0005524; C:GO:0005778; P:GO:0006625; F:GO:0042623
ostta02g04720	F:GO:0005524; C:GO:0005778; P:GO:0006625; F:GO:0042623
ostta02g04730	
ostta02g04740	C:GO:0016021
ostta02g04750	
ostta02g04760	C:GO:0016021; P:GO:0055085
ostta02g04770	
ostta02g04780	C:GO:0016021
ostta02g04790	F:GO:0005506; F:GO:0016705; F:GO:0031418; P:GO:0055114
ostta02g04800	P:GO:0009416; C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta02g04810	F:GO:0004553; P:GO:0005975; F:GO:0016301; P:GO:0016310
ostta02g04820	F:GO:0004149; P:GO:0006099; C:GO:0045252
ostta02g04830	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta02g04840	C:GO:0016021
ostta02g04850	C:GO:0016021
ostta02g04860	
ostta02g04870	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta02g04880	C:GO:0016021
ostta02g04890	F:GO:0005247; C:GO:0016021; P:GO:1902476
ostta02g04900	F:GO:0008168; P:GO:0032259
ostta02g04910	C:GO:0005779; P:GO:0006625; F:GO:0008022; F:GO:0008270
ostta02g04920	C:GO:0005746
ostta02g04930	
ostta02g04940	C:GO:0005634
ostta02g04950	C:GO:0005634; P:GO:0010468; P:GO:0031323; P:GO:0051171; P:GO:0080090
ostta02g04960	F:GO:0016787
ostta02g04970	F:GO:0016829; F:GO:0051213; P:GO:0055114
ostta02g04980	F:GO:0005509; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta02g04990	F:GO:0003746; F:GO:0005515; C:GO:0005739; P:GO:0006414
ostta02g05000	
ostta02g05010	C:GO:0016021
ostta02g05020	
ostta02g05030	F:GO:0005515
ostta02g05040	P:GO:0006814; P:GO:0006885; C:GO:0016021
ostta02g05050	C:GO:0016021
ostta02g05060	F:GO:0004553; P:GO:0005975
ostta02g05070	F:GO:0005524; F:GO:0016887
ostta02g05080	F:GO:0004484; F:GO:0004651; F:GO:0004725; C:GO:0005634; P:GO:0006370; P:GO:0035335; P:GO:0098507
ostta02g05090	P:GO:0006400; F:GO:0016763
ostta02g05100	P:GO:0001510; P:GO:0006396; F:GO:0008173
ostta02g05110	
ostta02g05120	
ostta02g05130	F:GO:0005515; F:GO:0016301; P:GO:0016310
ostta02g05140	P:GO:0005975; F:GO:0008168; C:GO:0016020; F:GO:0016857; P:GO:0032259; F:GO:0050662
ostta02g05150	
ostta02g05160	F:GO:0003824; P:GO:0008152
ostta02g05170	C:GO:0016021
ostta02g05180	C:GO:0016021
ostta02g05190	F:GO:0003677; C:GO:0005634
ostta02g05200	C:GO:0005739; P:GO:0006412; C:GO:0009505; C:GO:0009507; P:GO:0018206; P:GO:0031365; F:GO:0042586; P:GO:0043686; F:GO:0046872
ostta02g05210	F:GO:0003676
ostta02g05220	C:GO:0016021
ostta02g05230	C:GO:0005739
ostta02g05240	F:GO:0003677; P:GO:0006260; P:GO:0006281; P:GO:0006325; P:GO:0006355; C:GO:0031981; C:GO:0044427
ostta02g05250	C:GO:0005634; P:GO:0006367; F:GO:0046982
ostta02g05260	
ostta02g05270	C:GO:0016021
ostta02g05280	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta02g05290	
ostta02g05300	C:GO:0016021
ostta02g05310	C:GO:0016021
ostta02g05320	
ostta02g05330	F:GO:0008168; P:GO:0032259
ostta02g05340	C:GO:0009507; C:GO:0009522; P:GO:0009767; C:GO:0016021
ostta02g05350	F:GO:0005524; F:GO:0016307; P:GO:0046854
ostta02g05360	C:GO:0016021
ostta02g05370	P:GO:0000027; F:GO:0003735; C:GO:0005762; P:GO:0006412; F:GO:0019843
ostta02g05380	C:GO:0000139; P:GO:0008643; F:GO:0015165; C:GO:0016021; P:GO:0090481
ostta02g05390	F:GO:0005515
ostta02g05400	P:GO:0008380; C:GO:0030532
ostta02g05410	F:GO:0005506; C:GO:0005581; C:GO:0005783; P:GO:0006368; F:GO:0008475; C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0016570; C:GO:0016593; F:GO:0016705; F:GO:0016740; F:GO:0016757; F:GO:0031418; F:GO:0046872; F:GO:0051213; P:GO:0055114
ostta02g05420	C:GO:0016020; C:GO:0016021
ostta02g05430	P:GO:0042752
ostta02g05440	F:GO:0000166; P:GO:0009166; C:GO:0016021; F:GO:0016788; F:GO:0046872
ostta02g05450	F:GO:0000166; P:GO:0009166; C:GO:0016020; F:GO:0016788; F:GO:0046872
ostta02g05460	
ostta02g05470	P:GO:0006482; F:GO:0051723
ostta02g05480	C:GO:0005840; P:GO:0042254
ostta02g05490	F:GO:0008168; C:GO:0016021; P:GO:0032259; P:GO:0055085
ostta02g05500	C:GO:0016021
ostta02g05510	P:GO:0006629; C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta02g05520	C:GO:0005739; P:GO:0006777; F:GO:0016829
ostta02g05530	F:GO:0003676; F:GO:0004386; F:GO:0005515; F:GO:0005524
ostta02g05540	F:GO:0004364; F:GO:0016740
ostta02g05550	P:GO:0000271; C:GO:0005634; C:GO:0005829; P:GO:0006024; F:GO:0016616; F:GO:0016628; F:GO:0051287; P:GO:0055114
ostta20g00010	F:GO:0005515
ostta20g00020	F:GO:0003824; P:GO:0008152
ostta20g00030	F:GO:0005515; C:GO:0005737; P:GO:0008152; F:GO:0016419
ostta20g00050	F:GO:0005507; C:GO:0005743; P:GO:0006825; P:GO:0006878; P:GO:0008535; C:GO:0016021
ostta20g00060	F:GO:0003700; C:GO:0005634; P:GO:0006355; F:GO:0043565
ostta20g00070	F:GO:0003677; C:GO:0005634
ostta20g00080	P:GO:0006782; F:GO:0008483; C:GO:0009507; P:GO:0015995; F:GO:0030170; F:GO:0042286
ostta20g00090	
ostta20g00100	F:GO:0004553; P:GO:0005975
ostta20g00110	F:GO:0003677; F:GO:0004177; P:GO:0006508
ostta20g00120	
ostta20g00130	P:GO:0002181; F:GO:0003735; C:GO:0022627
ostta20g00140	F:GO:0003824; P:GO:0006508; F:GO:0046872
ostta20g00150	
ostta20g00160	C:GO:0005779; P:GO:0016559
ostta20g00170	F:GO:0051213; P:GO:0055114
ostta20g00180	F:GO:0004674; F:GO:0005524; P:GO:0006468
ostta20g00190	C:GO:0016021
ostta20g00200	F:GO:0008519; C:GO:0016021; P:GO:0072488
ostta20g00210	F:GO:0016787
ostta20g00220	
ostta20g00230	C:GO:0016021
ostta20g00240	F:GO:0003938; F:GO:0016301; P:GO:0016310; F:GO:0016491; P:GO:0055114
ostta20g00250	F:GO:0005488
ostta20g00260	F:GO:0005515; P:GO:0006886; C:GO:0016020; P:GO:0016043; C:GO:0044444
ostta20g00270	P:GO:0000413; F:GO:0003755; P:GO:0006457
ostta20g00280	C:GO:0016020
ostta20g00290	F:GO:0000166; C:GO:0016021
ostta20g00300	F:GO:0003735; F:GO:0003743; C:GO:0005739; C:GO:0005840; P:GO:0006413
ostta20g00310	C:GO:0016020; C:GO:0016021
ostta20g00320	F:GO:0003881; C:GO:0005783; C:GO:0005794; P:GO:0008654; C:GO:0016021
ostta20g00330	F:GO:0003713; P:GO:0006357; F:GO:0008270; C:GO:0016592; C:GO:0070847; P:GO:1903508
ostta20g00340	F:GO:0003712; P:GO:0006355; F:GO:0008270; C:GO:0016592
ostta20g00350	F:GO:0003712; P:GO:0006355; F:GO:0008270; C:GO:0016592
ostta20g00360	F:GO:0005515
ostta20g00370	P:GO:0006368; P:GO:0016570; C:GO:0016593; P:GO:0050789
ostta20g00380	F:GO:0016746
ostta20g00390	
ostta20g00400	
ostta20g00410	F:GO:0030246
ostta20g00420	C:GO:0005747; P:GO:0006120; P:GO:0006979; F:GO:0008137; F:GO:0008270; C:GO:0045272; F:GO:0051537
ostta20g00430	C:GO:0016021
ostta20g00440	F:GO:0004784; F:GO:0005507; C:GO:0005615; F:GO:0008270; C:GO:0009570; C:GO:0009579; P:GO:0010039; P:GO:0019430; P:GO:0035195; P:GO:0046688; C:GO:0048046; P:GO:0055114; P:GO:0071329; P:GO:0071457; P:GO:0071472; P:GO:0071484; P:GO:0071493
ostta20g00450	
ostta20g00460	F:GO:0046872
ostta20g00470	P:GO:0006801; P:GO:0030001; F:GO:0046872
ostta20g00480	
ostta20g00490	F:GO:0005524; P:GO:0005978; F:GO:0008878; C:GO:0009507; P:GO:0019252
ostta20g00500	C:GO:0016021; F:GO:0016491; F:GO:0022857; P:GO:0055085; P:GO:0055114
ostta20g00510	C:GO:0016021; F:GO:0016491; F:GO:0022857; P:GO:0055085; P:GO:0055114
ostta20g00520	
ostta20g00530	
ostta20g00540	
ostta20g00550	C:GO:0005737; P:GO:0006400; F:GO:0016740; F:GO:0051539
ostta20g00560	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta20g00570	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta20g00580	P:GO:0006511; F:GO:0016874
ostta20g00590	
ostta20g00600	P:GO:0001522; F:GO:0003723; P:GO:0008033; F:GO:0009982
ostta20g00610	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta20g00620	C:GO:0016021
ostta20g00630	C:GO:0005885; P:GO:0034314
ostta20g00640	F:GO:0004674; F:GO:0005524; C:GO:0005622; P:GO:0018105; P:GO:0018107; P:GO:0035556
ostta20g00650	C:GO:0016021; P:GO:0016192
ostta20g00660	C:GO:0016021
ostta20g00670	F:GO:0005488
ostta20g00680	F:GO:0003677; F:GO:0005515; F:GO:0016491; P:GO:0055114
ostta20g00690	
ostta20g00700	F:GO:0016787
ostta20g00710	F:GO:0000062; C:GO:0005794; P:GO:0006886; P:GO:0006903; P:GO:0007032; C:GO:0030123; P:GO:0080171; P:GO:1990019
ostta20g00720	F:GO:0000062; C:GO:0005794; P:GO:0006886; P:GO:0016192; C:GO:0030123
ostta20g00740	C:GO:0016021
ostta20g00750	C:GO:0016021; F:GO:0050290
ostta20g00760	C:GO:0016021
ostta20g00770	P:GO:0001525; P:GO:0002244; F:GO:0004407; F:GO:0008270; P:GO:0016575; F:GO:0030955; F:GO:0042903; C:GO:0044424; F:GO:0047611; P:GO:0060216; P:GO:0065007
ostta20g00780	
ostta20g00790	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta20g00800	F:GO:0003700; C:GO:0005634; P:GO:0006355; P:GO:0007275; F:GO:0046872
ostta20g00810	F:GO:0005515
ostta20g00820	F:GO:0005515; F:GO:0035091
ostta20g00830	F:GO:0008767; F:GO:0016740
ostta20g00840	F:GO:0005506; P:GO:0008610; F:GO:0016491; P:GO:0055114
ostta20g00850	C:GO:0000785; F:GO:0003677; F:GO:0005506; C:GO:0005634; P:GO:0006355; P:GO:0008610; F:GO:0016491; P:GO:0055114
ostta20g00860	F:GO:0003684; F:GO:0005524; P:GO:0006281; F:GO:0008094
ostta20g00870	F:GO:0005515
ostta20g00880	
ostta20g00890	F:GO:0008641
ostta20g00900	
ostta20g00910	C:GO:0009507
ostta20g00920	P:GO:0010206
ostta20g00930	F:GO:0016301; P:GO:0016310
ostta20g00940	
ostta20g00950	P:GO:0000349; C:GO:0000974; F:GO:0005515; C:GO:0071010; C:GO:0071012; C:GO:0071013; C:GO:0071014
ostta20g00960	
ostta20g00970	F:GO:0030246
ostta03g00010	C:GO:0016021
